NroCliente,EstadoCuenta,Edad,Genero,NroDependientes,NivelEducativo,EstadoCivil,IngresosAnual,TipoTarjeta,Antiguedad,NroProductosBanco,MesesInactivos_Ult_Año,Reclamos_Ult_año,CupoMax,Transacciones_Ult_año
721113333,1,54,0,0,5,2,2,1,36,1,2,3,1740.0,93
712620858,1,34,0,4,7,2,1,1,36,1,2,2,7744.0,60
712855683,1,50,0,2,6,2,2,1,36,1,2,2,3350.0,89
715463133,1,40,1,5,4,4,6,1,31,1,1,3,34516.0,64
716551533,1,47,0,1,4,4,1,1,36,2,1,3,2874.0,86
771220758,1,40,0,3,7,4,1,1,27,1,1,2,2896.0,83
709920258,1,41,0,3,5,3,3,1,28,1,1,3,9294.0,73
708959583,1,47,1,2,4,2,4,1,39,1,2,2,9389.0,84
712510833,1,44,1,3,3,2,3,1,30,2,3,3,9317.0,81
710840433,1,34,1,1,3,1,3,1,20,2,1,3,7452.0,51
712853358,0,39,0,3,4,1,2,1,36,2,3,2,1817.0,44
788502858,1,58,1,3,4,4,5,1,51,2,2,1,10021.0,68
721139808,1,42,0,3,5,4,2,1,36,1,2,1,2344.0,80
711375558,1,48,0,2,2,4,3,1,34,2,3,1,3072.0,78
713798958,1,38,0,3,1,4,2,1,36,2,3,1,1946.0,87
709362033,0,52,0,1,5,2,2,1,42,1,5,3,1471.0,48
719860308,0,42,0,2,5,2,2,1,36,2,3,3,1438.3,48
714443058,0,43,0,4,3,2,2,1,28,5,2,4,1484.0,39
716315508,0,37,0,3,6,2,3,1,36,2,2,5,3233.0,32
717651333,1,55,0,2,5,4,2,1,43,1,3,1,1745.0,67
798489258,1,59,0,1,2,3,1,1,53,1,3,1,3709.0,82
710742408,1,53,0,2,3,2,2,1,43,2,1,3,2160.0,93
812089383,1,41,1,5,1,4,5,1,36,1,2,3,1438.3,88
711968358,1,55,0,4,5,4,2,1,44,1,2,1,2638.0,77
794227308,1,56,1,2,3,2,5,1,50,1,1,3,10214.0,79
719845908,1,52,0,3,2,4,2,1,36,2,1,3,3240.0,83
716851908,1,58,0,5,1,2,3,1,47,1,3,3,2038.0,70
720599658,1,49,1,1,1,2,3,1,36,2,2,1,1438.3,75
720401658,0,53,0,3,5,4,2,1,34,5,3,5,1438.3,38
827442858,1,56,1,3,4,3,5,1,52,2,3,1,8111.0,69
779034708,1,60,0,0,7,2,1,1,41,1,3,1,10730.0,71
718806783,0,46,0,3,2,2,1,1,36,2,3,1,2872.0,41
714484008,0,49,0,4,2,2,2,1,31,4,3,2,1567.0,41
719176308,0,43,1,3,3,3,5,1,32,6,3,2,7278.0,43
769662033,1,45,0,2,3,1,2,1,29,2,2,3,1438.3,85
721020858,1,34,0,1,3,4,1,1,20,2,2,2,3190.0,66
714630858,0,36,0,1,2,1,2,1,36,2,3,2,1470.0,39
710838108,1,45,1,2,5,2,5,1,36,1,4,1,3081.0,72
712662783,0,43,0,2,3,2,1,1,36,1,2,6,3793.0,57
713160258,1,54,0,2,5,2,2,1,44,1,2,3,3034.0,90
778163508,1,37,0,2,4,2,1,1,27,2,1,2,5245.0,70
713785608,1,49,0,1,7,4,2,1,40,1,2,3,2960.0,63
779905008,0,54,0,4,5,1,3,1,38,2,2,1,1779.0,41
789491058,1,43,0,4,5,2,2,1,34,2,3,1,1620.0,82
793736958,1,49,1,3,4,4,6,1,43,1,2,1,21680.0,86
720961383,0,47,0,3,2,4,1,1,36,2,3,4,2952.0,60
714202008,0,53,0,2,4,2,2,1,36,6,3,2,3918.0,42
721479108,1,52,1,1,2,4,6,1,41,1,1,3,12764.0,64
715549158,1,29,0,1,5,2,2,1,36,2,2,0,1438.3,84
710308983,1,50,0,3,5,1,2,1,39,1,1,3,3287.0,83
710981583,1,44,0,5,1,4,3,1,36,2,1,2,3891.0,86
712704933,0,49,0,4,4,1,3,1,43,4,3,3,4048.0,41
716165508,1,51,1,2,2,2,4,1,40,2,1,1,3559.0,94
710630583,1,47,1,3,4,4,4,1,39,2,1,1,2843.0,77
709571958,1,58,0,2,5,4,2,1,47,1,1,2,2127.0,65
790115358,1,39,0,2,1,4,2,1,32,2,1,2,4325.0,77
715904433,0,42,0,4,3,2,3,1,34,1,3,2,1695.0,46
709078908,1,48,0,3,4,4,2,1,32,1,2,3,2648.0,89
717541308,1,61,0,2,5,4,2,1,45,2,2,3,2602.0,85
779916408,1,39,0,4,5,4,1,1,23,1,3,2,1811.0,70
714979383,1,56,1,3,5,4,4,1,46,1,2,2,1891.0,77
711691608,0,46,0,4,5,4,2,1,36,2,3,3,2881.0,49
788930358,1,42,0,4,3,4,3,1,28,2,2,2,2827.0,81
716351208,1,48,0,3,2,2,2,1,38,1,3,2,4095.0,77
708266883,0,34,0,2,5,4,2,1,36,1,2,3,1666.0,35
718858683,1,42,0,1,5,2,2,1,36,2,3,2,1438.3,76
771617883,1,54,0,2,4,4,3,1,42,1,2,2,2205.0,82
718001508,1,41,0,3,5,2,2,1,29,1,1,2,2890.0,84
708995283,1,50,0,1,5,1,1,1,36,1,1,3,10417.0,75
721173183,1,57,0,2,2,2,1,1,43,2,1,2,2363.0,85
711102858,0,48,0,2,7,4,1,1,36,4,2,3,3137.0,34
711722808,0,51,0,4,5,4,2,1,44,5,3,3,1483.0,40
787466808,1,35,0,0,1,2,2,1,22,2,2,3,3009.0,82
716116383,1,45,0,1,1,2,2,1,36,1,2,1,5087.0,77
713257083,1,46,0,4,1,2,3,1,36,1,3,1,1925.0,66
772661808,1,56,1,3,5,2,6,1,46,2,1,2,7234.0,83
713382558,1,57,0,3,3,4,2,1,42,1,1,2,2063.0,81
717596883,1,58,0,0,5,4,3,1,39,4,3,2,5530.0,78
712993008,1,58,0,1,1,4,2,1,48,4,3,1,3819.0,68
824763783,1,59,0,0,3,4,2,1,55,2,2,3,2645.0,76
771730758,1,51,0,1,4,4,1,1,39,4,3,2,5448.0,75
780265458,1,56,0,2,2,4,2,1,42,4,2,2,3495.0,85
714256758,1,50,1,2,1,4,4,1,36,3,1,1,8074.0,66
710292333,0,44,0,3,4,2,1,1,36,3,3,4,7772.0,52
712171158,1,42,0,2,4,2,2,1,30,6,1,1,3124.0,79
787339158,0,56,1,1,5,2,5,1,50,3,6,3,8688.0,41
788782008,1,49,0,3,1,2,2,3,30,4,3,2,15987.0,69
714848958,0,47,0,2,5,4,2,3,37,6,2,1,15109.0,43
714987633,1,42,1,3,5,2,4,1,36,2,2,3,4953.0,53
717684858,1,50,1,3,2,4,6,1,38,6,3,3,22304.0,60
767376483,1,27,0,1,3,2,2,1,20,5,3,3,1893.0,91
709901058,1,38,1,1,4,4,3,1,30,2,2,1,2232.0,80
823149483,1,52,0,1,6,4,3,1,48,1,5,3,1766.0,76
780073158,1,59,1,0,4,4,2,1,44,2,1,1,3790.0,85
779998083,1,33,1,3,4,2,3,1,23,1,2,3,6392.0,66
713144208,0,51,0,0,4,2,1,1,42,1,4,4,9989.0,49
771594783,0,56,0,1,3,2,1,1,44,2,4,4,1438.3,37
816613158,1,48,0,1,7,2,2,1,43,2,3,1,2559.0,69
770774133,1,53,1,3,5,4,5,2,39,1,2,3,34516.0,70
712300683,1,41,0,1,5,4,2,1,32,2,2,1,1438.3,96
714536208,1,50,0,3,2,2,2,1,36,1,2,3,2473.0,73
784880958,1,34,0,4,5,4,3,1,28,2,3,1,4022.0,84
713784558,1,59,0,1,5,4,3,1,36,1,2,3,3510.0,77
719305608,0,57,0,3,4,4,2,1,36,4,3,3,2347.0,47
720190083,0,56,0,3,1,4,2,1,39,1,3,4,1632.0,47
708323208,0,49,0,3,2,2,2,1,36,4,2,4,1522.0,36
781183233,1,44,0,3,4,4,2,1,25,2,1,1,2085.0,79
718825908,1,60,0,1,7,4,1,1,47,1,1,1,3803.0,78
716963283,0,47,0,3,5,1,2,1,38,2,2,3,3165.0,49
714924483,1,60,0,1,1,4,2,1,46,2,3,2,4628.0,92
779922183,1,52,0,1,4,2,2,1,36,2,2,2,2253.0,81
719449533,0,49,0,3,2,4,3,1,38,1,2,3,2655.0,49
712559058,1,54,1,0,4,4,5,1,45,1,3,2,20882.0,76
717853233,1,41,1,2,3,2,5,1,31,1,1,3,3306.0,76
790069233,1,45,0,3,4,3,2,1,37,2,1,2,2052.0,72
794576058,1,42,1,3,5,2,5,1,26,1,2,3,8480.0,76
779877858,1,53,0,2,3,1,2,1,37,2,3,2,2081.0,80
772334133,1,53,0,1,5,2,1,1,42,2,1,3,4637.0,86
714139308,1,53,1,3,2,2,4,1,42,2,5,1,1438.3,81
806634783,1,38,0,2,3,2,2,1,33,1,3,2,3420.0,75
720101658,1,26,0,0,5,4,2,1,19,2,1,2,3416.0,70
719925483,1,46,1,4,5,2,5,1,36,2,1,1,2171.0,88
719572833,1,57,0,3,5,1,3,1,46,2,2,2,2791.0,83
720729108,1,32,0,0,1,4,2,1,17,1,2,1,4445.0,87
819214233,1,43,0,3,5,2,2,1,38,2,2,2,1530.0,84
718896108,1,48,0,3,4,1,2,1,36,2,1,1,1438.3,84
713723433,1,52,0,4,4,4,2,1,44,1,1,3,5721.0,79
708514383,1,38,0,2,3,2,1,1,29,2,1,0,3809.0,81
716961033,1,48,0,3,4,4,2,1,40,1,3,3,3520.0,78
778819083,0,41,0,2,7,2,3,1,33,1,3,3,1604.0,47
714773508,0,54,0,1,5,2,3,1,46,6,4,3,1632.0,43
814181433,1,46,1,5,3,2,3,1,41,1,3,2,3914.0,64
711984633,1,36,0,3,5,2,2,1,27,1,2,3,2328.0,89
710662158,1,41,1,4,1,2,6,1,34,1,3,3,34516.0,41
711356733,1,45,0,5,1,4,2,1,36,2,2,3,3883.0,90
711456108,0,46,0,4,1,2,3,1,39,5,3,3,1438.3,44
780727833,1,51,0,3,4,4,2,1,41,1,4,3,3229.0,95
771471708,1,44,0,2,5,1,2,1,32,2,1,3,3080.0,77
714320358,1,38,0,2,3,4,2,1,33,2,1,2,2569.0,56
720700008,1,50,0,1,4,4,2,1,36,1,1,3,4517.0,81
713027058,0,46,0,4,7,4,2,1,36,2,2,3,2292.0,31
778228458,1,52,0,3,2,4,2,1,42,2,3,3,2510.0,70
781137783,0,40,1,3,4,1,2,1,33,1,3,4,2420.0,43
719821908,0,38,0,2,4,4,2,1,16,2,1,2,2703.0,43
720537633,1,44,0,3,7,2,2,1,36,2,3,1,3047.0,85
712378983,0,54,1,1,1,4,5,1,47,5,6,5,7570.0,61
763681908,1,34,0,3,1,2,2,1,27,1,2,1,5795.0,78
721164483,1,46,0,2,3,2,3,1,34,2,1,3,1441.0,84
715447008,1,50,0,3,5,2,2,1,36,2,3,2,2999.0,83
769676358,1,38,1,2,4,4,4,1,32,1,1,2,1438.3,76
710487033,1,44,0,2,4,2,3,1,28,2,3,3,1438.3,78
714197133,0,51,0,3,3,2,3,1,36,2,3,3,4762.0,52
718488783,1,40,1,3,3,1,3,1,30,2,2,2,4802.0,66
715663458,1,51,0,4,1,2,2,1,39,2,3,1,2268.0,88
717865008,1,51,0,1,1,2,3,1,36,2,1,1,1438.3,81
771400608,1,56,0,2,5,2,1,1,44,2,1,2,8204.0,76
708148158,1,39,0,4,1,2,1,1,21,2,3,2,1827.0,86
720589008,1,47,0,3,7,1,1,1,38,1,3,2,4072.0,83
784795083,1,31,0,1,4,3,2,1,25,2,1,3,1984.0,73
809844108,1,48,1,2,7,4,4,1,43,2,1,1,8086.0,78
711521958,1,51,0,2,1,4,2,1,36,2,2,2,1588.0,68
711833508,1,47,1,2,4,4,3,1,27,2,3,2,1536.0,89
713146683,1,35,0,1,4,1,1,1,36,2,3,2,4460.0,79
716968683,1,46,0,5,4,4,1,1,38,2,2,3,11287.0,72
716279508,0,48,1,3,3,2,5,1,41,2,3,3,3430.0,46
771336783,1,51,0,3,4,4,2,1,38,1,3,2,1759.0,81
717502083,0,41,1,3,7,4,6,1,28,4,2,3,6314.0,44
714843483,1,57,0,3,2,4,1,1,48,1,1,2,7176.0,83
709745508,0,58,0,2,1,3,3,1,47,1,4,3,2295.0,40
711382458,0,43,1,5,5,2,4,1,38,2,3,5,1438.3,49
712190358,1,48,0,4,2,2,2,1,29,1,3,2,1843.0,73
788805858,1,49,1,3,3,3,3,1,31,2,3,1,2181.0,89
709102458,0,47,1,2,4,4,5,1,36,4,3,5,4754.0,41
712533708,1,43,1,0,4,4,5,1,36,2,2,2,11247.0,85
720326733,1,55,1,2,5,4,6,1,47,2,3,1,16258.0,58
713605908,1,49,1,3,5,2,6,1,37,1,1,1,34516.0,69
711598533,1,43,1,1,4,2,4,1,36,1,2,3,4255.0,75
795855258,1,48,0,4,3,4,2,1,42,2,3,2,1438.3,82
826783233,1,57,0,3,4,4,2,1,53,1,3,2,3029.0,89
789228108,1,56,0,4,5,4,1,1,45,2,2,3,9091.0,86
785230083,1,50,1,2,2,4,4,1,44,1,2,1,3318.0,80
807946833,0,44,0,2,5,4,2,1,39,6,3,3,1791.0,36
711011508,1,43,0,3,5,4,2,1,35,1,3,2,1620.0,91
718632933,1,58,0,1,3,4,2,1,46,1,5,1,1552.0,71
717284133,1,53,0,1,4,2,2,1,41,1,2,3,3472.0,84
711701058,1,48,0,4,5,2,2,2,36,2,2,3,10973.0,94
712228458,1,50,1,2,1,1,6,1,32,2,3,1,25645.0,63
717146208,0,59,0,1,5,4,2,1,51,1,4,4,4257.0,50
719028783,1,42,0,1,5,2,2,1,29,2,3,3,3422.0,74
713274183,1,45,0,1,5,4,2,1,35,1,1,3,4977.0,85
789218433,1,33,0,3,1,2,3,1,22,2,3,2,1438.3,86
790139583,1,39,0,0,5,3,2,1,32,2,2,1,1438.3,64
720218658,1,40,0,1,1,2,1,1,26,2,3,1,3369.0,96
747074058,1,47,0,3,1,4,1,1,40,1,3,0,7114.0,81
719170683,1,38,1,1,1,4,5,1,29,2,2,3,10972.0,73
708753633,1,45,0,3,7,2,3,1,32,2,1,1,1438.3,77
710780883,1,48,0,5,2,4,3,1,38,1,2,3,2446.0,78
785237958,0,45,1,5,3,2,4,1,39,2,3,3,3439.0,35
711333933,1,56,0,3,6,4,3,1,36,2,1,1,3005.0,72
710797833,1,50,0,5,5,2,2,1,30,1,3,2,2033.0,95
720154533,1,53,0,4,5,1,2,1,39,2,3,2,2415.0,78
719123958,0,40,1,4,1,3,4,1,27,2,2,3,5051.0,45
780942633,1,49,1,4,4,2,1,1,32,2,1,3,3519.0,68
720034983,1,26,1,0,1,1,2,2,13,2,1,1,10254.0,68
717307158,1,48,0,3,1,4,2,1,36,2,1,3,1853.0,79
708876183,1,51,1,1,4,4,4,2,43,2,3,2,28673.0,69
712660308,0,44,0,1,4,4,2,1,36,2,3,3,1895.0,40
715958583,1,56,0,2,4,2,2,1,43,1,2,2,2041.0,63
771546708,1,46,0,2,5,4,2,1,34,2,2,1,1438.3,81
711252258,1,54,0,1,4,4,2,1,36,1,3,2,1572.0,54
772585008,1,48,0,4,4,2,1,1,38,2,3,1,3187.0,90
751143858,1,59,0,1,4,4,1,1,52,2,1,1,7427.0,91
708824958,1,50,0,4,4,4,2,1,42,2,1,2,1460.0,63
819612933,1,52,1,3,5,4,5,1,47,1,3,3,25410.0,70
712804383,1,56,0,0,3,2,2,1,38,1,1,2,2143.0,82
790149483,1,42,1,3,2,4,3,1,35,2,3,3,8566.0,89
712121508,1,43,1,3,2,4,4,1,30,1,2,0,1438.3,89
778853358,1,59,0,0,3,4,2,1,40,1,3,3,3297.0,91
716512383,1,39,0,2,4,2,2,1,36,1,3,1,2816.0,87
823548858,0,53,0,4,5,2,1,1,49,5,5,4,10533.0,48
712144158,0,53,0,1,5,4,2,1,48,6,6,3,2370.0,45
824560758,0,35,0,3,5,4,2,1,31,1,3,4,1678.0,61
757710783,0,36,0,1,5,2,2,1,29,4,2,3,1493.0,63
713081583,1,51,0,4,1,2,2,1,32,2,2,3,2350.0,86
710481333,0,50,0,4,4,2,2,1,36,5,3,5,2690.0,57
721060083,1,42,0,3,3,2,1,1,27,1,1,1,7226.0,71
713759583,1,54,0,3,4,2,2,1,36,1,1,1,3173.0,71
717547383,1,43,0,2,5,2,2,1,32,2,3,1,2890.0,77
711683358,0,46,0,3,4,1,2,1,41,2,3,4,3313.0,44
710044308,1,40,0,4,5,4,3,1,27,2,2,2,2625.0,47
713101383,1,44,0,2,1,2,3,1,36,1,1,1,1834.0,87
757685733,1,43,0,2,5,4,2,1,36,1,2,2,3226.0,75
717823383,1,56,1,4,1,2,4,1,47,1,1,3,3426.0,81
796029483,1,49,0,3,5,2,2,1,43,2,3,2,2174.0,78
710099358,1,60,0,1,1,4,3,1,36,2,3,1,3959.0,92
713872008,1,49,0,1,4,2,2,1,42,1,3,1,2215.0,72
788802483,1,47,0,3,2,1,2,1,29,2,2,3,2814.0,87
817988433,1,56,1,3,1,4,4,1,51,2,2,2,6941.0,78
823554783,1,44,0,3,3,4,1,1,40,2,1,3,3269.0,85
710643183,1,42,0,2,4,4,2,1,23,2,2,3,3172.0,83
779859558,0,54,0,3,4,2,2,1,38,2,2,4,2452.0,29
798238008,1,36,0,2,2,2,2,1,30,2,1,2,5070.0,85
811974483,1,56,1,2,5,4,3,1,51,1,3,1,1466.0,86
778471758,1,52,0,2,5,2,2,1,37,1,3,3,2427.0,85
718513233,1,59,1,2,5,4,6,1,48,1,3,3,17999.0,78
718147233,1,44,0,1,4,2,3,1,31,2,2,3,4553.0,95
713700258,1,55,0,1,6,2,1,1,42,1,3,3,2953.0,79
780670083,0,39,0,2,1,1,3,1,28,1,2,3,4363.0,48
711438033,1,57,0,1,5,2,2,1,45,1,3,2,1894.0,73
712253058,1,48,0,3,4,2,2,1,40,1,2,1,2097.0,83
713519508,1,47,1,4,4,3,4,1,36,1,1,1,1983.0,80
789992733,1,50,0,1,1,1,2,1,42,1,1,2,2210.0,75
710110683,1,52,1,2,3,2,4,1,36,1,1,3,7879.0,83
720260433,1,46,0,3,4,2,3,1,34,2,3,2,3336.0,95
714148758,1,34,0,2,6,2,2,1,27,2,3,3,1726.0,68
715522233,1,45,0,3,7,4,2,1,27,1,6,3,2917.0,92
712790358,0,39,0,3,2,2,1,1,30,6,3,4,3023.0,44
714943233,1,49,1,2,7,2,3,1,31,2,2,2,1915.0,80
789579033,1,43,1,3,5,1,3,1,36,2,3,3,4878.0,84
708952758,1,41,0,3,3,2,2,1,35,2,1,2,2066.0,76
721374033,1,53,0,1,4,2,3,1,39,2,3,3,2164.0,69
808891983,1,42,0,5,5,1,2,1,37,2,3,2,6250.0,60
794516508,1,43,0,3,4,2,2,1,24,2,2,1,1484.0,81
714032883,1,45,1,2,3,1,3,1,36,1,1,1,4718.0,80
778722033,1,44,0,2,2,2,2,1,28,2,2,0,2275.0,77
823578483,1,44,0,4,4,4,2,1,40,2,1,2,1438.3,78
715148658,1,51,0,2,5,2,2,1,43,1,3,3,3683.0,86
709669533,1,38,0,1,4,3,2,1,30,2,3,2,2722.0,88
787467858,1,43,1,1,4,2,5,2,30,1,1,3,34516.0,54
708671733,1,48,1,4,5,2,4,1,36,2,3,3,2072.0,71
709790058,1,53,1,4,5,2,6,1,40,1,1,3,6383.0,87
712714008,1,39,0,4,1,2,3,1,28,2,3,2,2725.0,81
715191258,1,47,0,5,1,2,1,1,41,1,2,3,2675.0,64
757722708,1,42,1,3,3,2,4,1,35,1,3,1,1438.3,83
718086783,1,50,1,5,2,2,6,1,36,2,2,1,13478.0,56
815253708,1,46,0,2,4,3,2,1,41,1,2,2,2841.0,73
715083633,1,33,0,1,2,2,2,1,23,2,2,3,1830.0,76
792098883,1,37,1,2,7,4,6,1,31,2,1,3,2360.0,82
711873858,1,43,1,3,4,2,4,1,35,2,3,2,3717.0,91
713931258,0,56,0,3,5,2,2,1,45,2,3,4,1438.3,42
787591008,1,42,1,3,2,3,4,1,34,2,1,1,2289.0,83
801518958,1,56,0,1,5,2,1,1,50,2,3,3,5338.0,69
713068833,1,44,0,3,2,4,2,1,32,2,2,1,1438.3,85
710566533,1,40,1,1,1,2,4,1,27,1,3,3,2276.0,67
789151983,1,43,0,4,5,1,3,1,31,2,3,3,4091.0,87
766673433,1,45,1,4,1,2,5,1,38,2,3,3,3798.0,80
807589908,1,47,0,5,1,2,2,1,42,1,2,1,1778.0,80
708190158,0,38,0,3,4,4,2,1,26,2,3,0,2920.0,41
784895358,0,49,0,1,5,2,2,1,43,5,3,3,1938.0,49
710090133,1,62,0,1,3,3,2,1,51,1,3,3,4049.0,80
799242033,1,45,1,4,7,2,5,1,39,2,3,2,1438.3,86
719377383,1,40,1,2,3,4,4,1,28,1,2,3,10880.0,90
710371683,1,51,1,4,7,2,4,1,36,2,1,2,3451.0,67
719926683,1,41,1,3,4,3,4,1,33,2,2,2,20749.0,77
793597833,1,49,0,0,6,4,2,1,43,1,3,1,2481.0,69
713739708,1,61,1,0,4,4,4,1,53,1,3,3,2415.0,71
709389558,1,33,0,4,3,4,2,1,36,1,3,0,1438.3,85
811907583,1,45,0,4,2,4,1,1,40,1,2,2,7600.0,67
709087983,1,35,0,3,7,4,2,1,27,2,2,3,1438.3,94
712774908,1,41,0,4,4,2,2,1,29,2,2,2,2601.0,83
820639908,1,48,0,4,4,2,1,1,44,1,2,1,2625.0,81
713497983,1,49,1,5,4,4,4,1,36,1,2,2,5578.0,53
713489358,1,52,0,2,5,2,2,1,40,2,3,2,3698.0,82
711381183,1,51,0,2,1,2,3,1,36,2,3,2,1438.3,85
814989933,1,45,0,4,3,1,2,1,40,1,2,1,1795.0,73
711847833,1,42,0,2,5,4,2,1,32,2,2,2,1933.0,71
772837083,1,41,1,3,5,2,6,1,32,2,3,1,27169.0,87
713652783,1,30,0,0,1,4,2,1,36,1,1,1,2367.0,90
719202708,1,54,0,3,4,2,2,1,36,2,2,1,5642.0,84
714566133,1,60,0,2,5,2,2,1,36,1,2,2,3239.0,91
717553683,1,52,0,1,1,2,2,1,36,1,1,3,3040.0,61
814987983,1,37,0,2,3,4,3,1,32,2,1,3,3680.0,77
789588933,1,44,1,2,5,2,4,1,37,1,1,1,1787.0,79
714317058,1,52,1,2,5,2,4,1,36,2,3,1,4752.0,63
772271508,0,46,0,3,2,4,1,1,35,2,3,3,1706.0,42
716366208,1,45,0,2,2,2,1,1,36,2,1,3,8103.0,82
710971908,1,43,1,1,4,2,4,1,31,2,3,3,3764.0,80
711412533,0,40,0,3,4,4,2,1,35,6,3,5,5492.0,45
720593583,1,39,0,2,7,3,2,1,32,1,2,2,3554.0,90
720165258,1,44,0,2,4,1,2,1,29,2,3,1,3170.0,91
716147658,1,49,0,2,2,4,1,1,40,2,3,1,2464.0,86
778436283,1,41,1,4,4,4,2,1,21,2,3,1,3429.0,76
711492258,1,50,1,2,5,2,4,1,45,2,1,0,2021.0,71
771106458,1,54,0,4,3,2,2,1,41,1,5,2,2444.0,61
713183508,1,39,0,1,4,2,1,1,36,1,3,2,2751.0,82
710832108,1,52,0,2,1,4,3,1,44,2,3,3,9017.0,81
719940483,1,51,0,1,5,2,3,1,43,2,2,2,2107.0,88
715207458,1,46,0,1,1,4,2,1,39,2,2,1,2029.0,90
716839983,1,48,1,3,3,2,6,1,36,2,3,2,32777.0,75
781073733,1,50,1,2,5,2,6,1,41,1,3,3,4607.0,88
757594083,1,52,0,1,1,2,1,1,45,2,4,0,23486.0,74
764496708,1,54,0,2,4,2,1,1,47,2,3,3,1997.0,82
714080433,1,40,0,5,3,2,3,1,36,2,3,2,3144.0,67
757675158,1,47,0,4,6,3,3,1,40,2,2,3,2725.0,85
715361433,1,53,0,2,4,4,2,1,36,2,2,3,1874.0,78
778191933,0,45,1,3,2,4,6,1,35,2,3,5,7135.0,42
718792758,1,35,0,4,2,2,1,1,25,2,3,2,3379.0,80
709738008,1,48,0,3,1,2,3,1,36,1,6,2,2804.0,81
799020258,1,44,1,2,2,3,4,1,38,2,1,2,16553.0,82
718152333,0,41,0,3,7,4,1,1,36,2,3,6,2246.0,51
716324583,1,42,0,4,2,4,1,1,36,1,4,1,2875.0,81
720887058,1,51,0,1,1,2,1,1,35,1,2,3,3668.0,87
714825408,1,45,0,3,4,4,3,1,36,2,3,3,2853.0,65
788620083,1,50,0,3,5,4,2,1,41,2,2,2,2382.0,89
719490108,1,54,0,3,5,4,2,1,36,1,3,1,2830.0,74
709044183,1,47,0,3,1,2,1,1,27,1,3,3,24987.0,64
756944133,1,52,0,4,5,2,2,1,45,1,1,3,3705.0,89
785285883,0,49,0,3,5,4,2,1,43,6,3,4,1675.0,53
779770683,1,47,0,3,2,3,3,1,36,2,3,3,1439.0,79
718510983,1,54,0,3,1,4,3,1,41,1,3,2,4440.0,89
710322033,1,52,0,1,4,2,2,1,44,1,1,1,2563.0,77
710560008,1,46,0,4,4,2,2,1,33,1,3,0,1896.0,75
711298458,0,39,0,3,1,2,2,1,26,5,2,5,2190.0,40
789164283,1,55,0,0,2,2,2,1,44,1,1,3,2596.0,87
715773783,0,44,0,2,5,4,3,1,35,2,3,4,4196.0,38
779158533,1,43,0,3,2,4,2,1,25,2,3,3,1616.0,74
720463833,1,42,1,5,2,4,4,1,36,1,1,2,6618.0,76
712747758,0,50,0,4,2,4,2,1,36,2,2,3,2477.0,43
771067308,1,38,0,3,4,4,3,1,25,1,1,2,3040.0,73
750995508,0,41,1,3,1,4,4,1,32,1,3,3,4697.0,29
716171358,1,51,1,4,3,2,3,1,36,2,3,1,4436.0,85
794637333,1,44,0,2,5,3,2,2,25,2,2,2,13138.0,77
718437033,0,46,1,2,2,1,4,1,30,4,3,2,1438.3,38
718492908,1,38,0,3,3,2,2,1,36,1,2,3,3297.0,86
716033508,1,46,1,2,5,4,4,1,34,1,3,2,6272.0,66
717603858,1,54,1,3,3,4,3,1,42,1,2,1,5608.0,77
714741933,1,42,1,4,1,2,4,1,32,1,1,2,9906.0,76
716558283,1,30,0,0,5,2,2,1,36,2,2,2,1621.0,84
719022558,1,49,0,4,2,2,2,1,38,1,3,3,2305.0,74
717334233,1,54,0,1,2,4,3,1,43,1,3,2,9525.0,79
709222008,0,41,1,3,1,4,5,1,32,1,3,4,4742.0,41
719192808,1,51,1,4,5,4,6,1,36,2,1,1,3168.0,71
719281533,1,37,0,3,3,2,2,1,27,2,1,3,2939.0,84
710877108,1,44,0,1,4,3,2,1,32,1,1,2,2724.0,75
714155283,1,46,0,2,1,2,1,1,36,2,3,0,6990.0,77
771214083,1,45,1,2,4,1,4,1,32,1,2,3,1870.0,65
770581983,1,55,0,4,5,2,3,1,41,1,1,3,1438.3,88
718742808,0,55,0,1,4,2,3,1,46,2,4,3,4629.0,49
710257683,1,50,1,3,5,4,6,1,33,1,2,2,34516.0,73
721426383,0,36,0,3,1,4,2,1,36,4,3,0,1558.0,40
721041483,0,45,1,4,7,2,4,1,37,1,2,2,13093.0,39
719922558,1,45,0,5,1,3,3,1,33,2,2,3,1438.3,84
715072533,1,41,0,3,1,1,3,1,36,2,6,2,4451.0,75
716214108,1,44,1,4,2,4,4,1,36,1,2,1,6426.0,80
772216833,1,47,0,5,5,4,2,1,36,1,2,1,2761.0,88
708553008,1,38,0,1,4,4,3,1,36,1,2,3,2148.0,64
778880358,1,49,0,4,5,3,3,1,30,1,3,3,2485.0,71
720258183,1,39,0,4,5,4,3,1,25,2,3,3,3394.0,75
720689583,1,50,0,3,4,2,3,1,40,1,3,3,3367.0,91
758168133,1,50,0,0,4,2,3,1,43,2,3,1,4154.0,86
716322783,1,47,0,3,1,2,2,1,37,2,2,2,2154.0,74
711118083,1,54,0,4,5,3,2,1,43,1,2,1,2506.0,80
709591533,1,46,0,3,3,3,2,1,38,1,1,3,1774.0,60
794556333,1,43,0,2,1,4,1,1,27,1,3,3,3287.0,77
771630783,1,42,0,3,4,2,1,1,30,1,1,2,1821.0,87
708672708,1,49,1,4,4,1,5,1,31,2,3,3,34516.0,65
